date_and_time,hexagon_center,num_bikes_avg
2020-10-07T15:56:02,"33.912775121691794,-118.11787493905477",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.08693069661028",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.91673736316558",0.0
2020-10-07T15:56:02,"33.849782711470596,-118.61298281816663",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.93220948438783",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.94768160561007",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.96315372683232",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.97862584805456",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.83937675705435",0.0
2020-10-07T15:56:02,"33.912775121691794,-117.99409796927681",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.00957009049905",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.0250422117213",0.0
2020-10-07T16:00:03,"33.944271326802394,-118.49694190899979",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.04051433294354",0.0
2020-10-07T16:00:03,"33.944271326802394,-118.51241403022203",0.0
2020-10-07T16:00:03,"33.944271326802394,-118.52788615144428",0.0
2020-10-07T16:00:03,"33.944271326802394,-118.54335827266652",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.82390463583211",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.05598645416579",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.80843251460986",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.79296039338762",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.77748827216537",0.0
2020-10-07T15:56:02,"33.84278355477935,-117.76201615094313",0.0
2020-10-07T15:56:02,"33.912775121691794,-118.07145857538804",0.0
2020-10-07T15:56:02,"33.849782711470596,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.93027301341991,-117.90900130255446",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.56656645449989",0.0
2020-10-07T16:00:03,"33.93027301341991,-117.9244734237767",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.9244734237767",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.93994554499895",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.9554176662212",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.97088978744344",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.28806827249947",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.98636190866569",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.27259615127723",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.25712403005498",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.24165190883274",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.00183402988793",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.01730615111018",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.22617978761049",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.21070766638825",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.195235545166",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.17976342394375",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.16429130272151",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.14881918149926",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.13334706027702",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.11787493905477",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.10240281783253",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.08693069661028",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.8548488782766",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.07145857538804",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.82390463583211",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.90900130255446",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.04051433294354",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.80843251460986",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.59751069694438",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.61298281816663",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.3654288786107",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.34995675738845",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.62071887877775",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.636191",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.76201615094313",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.754280090332",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.76975221155425",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.7852243327765",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.77748827216537",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.80069645399874",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.81616857522098",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.83164069644323",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.84711281766548",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.33448463616621",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.86258493888772",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.87805706010997",0.0
2020-10-07T16:00:03,"33.90927554334617,-117.89352918133221",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.31901251494396",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.30354039372172",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.79296039338762",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.05598645416579",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.87032099949884",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.38090099983295",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.91673736316558",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.04051433294354",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.06372251477691",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.05598645416579",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.07145857538804",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.08693069661028",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.10240281783253",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.38863706044407",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.88579312072109",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.35769281799958",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.87032099949884",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.8548488782766",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.32674857555509",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.82390463583211",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.31127645433284",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.80843251460986",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.2958043331106",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.07919463599916",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.0946667572214",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.11013887844365",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.1256109996659",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.90126524194334",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.04825039355467",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.88579312072109",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.0250422117213",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.90126524194334",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.91673736316558",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.93220948438783",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.0250422117213",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.00957009049905",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.99409796927681",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.49694190899979",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.94768160561007",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.97862584805456",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.96315372683232",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.97862584805456",0.0
2020-10-07T15:56:02,"33.89177765161806,-117.99409796927681",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.48146978777754",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.96315372683232",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.94768160561007",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.03277827233242",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.4659976665553",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.4350534241108",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.41958130288856",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.40410918166631",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.00957009049905",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.93220948438783",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.6052467575555",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.39637312105519",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.11013887844365",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.94768160561007",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.9244734237767",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.93220948438783",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.91673736316558",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.90900130255446",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.90126524194334",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.88579312072109",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.2648600906661",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.89352918133221",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.28033221188835",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.87805706010997",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.87032099949884",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.8548488782766",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.86258493888772",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.2958043331106",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.31127645433284",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.47373372716642",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.84711281766548",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.82390463583211",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.83164069644323",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.81616857522098",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.80069645399874",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.7852243327765",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.93994554499895",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.96315372683232",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.80843251460986",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.97862584805456",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.18749948455488",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.20297160577712",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.21844372699937",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.23391584822161",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.07919463599916",0.0
2020-10-07T15:56:02,"33.870780181544326,-118.05598645416579",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.06372251477691",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.39637312105519",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.41184524227744",0.0
2020-10-07T15:56:02,"33.870780181544326,-118.04051433294354",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.24938796944386",0.0
2020-10-07T15:56:02,"33.870780181544326,-118.0250422117213",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.42731736349968",0.0
2020-10-07T15:56:02,"33.870780181544326,-118.00957009049905",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.04825039355467",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.44278948472193",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.45826160594417",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.03277827233242",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.01730615111018",0.0
2020-10-07T16:00:03,"33.88827807327244,-118.00183402988793",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.98636190866569",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.97088978744344",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.9554176662212",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.32674857555509",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.79296039338762",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.41184524227744",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.55883039388877",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.52788615144428",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.61298281816663",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.59751069694438",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.58203857572214",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.56656645449989",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.55109433327765",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.51241403022203",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.5356222120554",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.55883039388877",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.52015009083316",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.52015009083316",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.57430251511101",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.5356222120554",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.50467796961091",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.55109433327765",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.48920584838866",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.58977463633326",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.47373372716642",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.45826160594417",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.44278948472193",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.56656645449989",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.58203857572214",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.42731736349968",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.54335827266652",0.0
2020-10-07T15:56:02,"33.87777933823557,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.76975221155425",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.57430251511101",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.35769281799958",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.38863706044407",0.0
2020-10-07T16:00:03,"33.88827807327244,-117.754280090332",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.40410918166631",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.636191",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.62071887877775",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.41958130288856",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.48920584838866",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.4350534241108",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.4659976665553",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.48146978777754",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.49694190899979",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.51241403022203",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.77748827216537",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.52788615144428",0.0
2020-10-07T16:00:03,"33.91627470003741,-118.54335827266652",0.0
2020-10-07T15:56:02,"33.870780181544326,-117.76201615094313",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.6052467575555",0.0
2020-10-07T15:56:02,"33.89877680830931,-118.50467796961091",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.58977463633326",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.14108312088814",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.79296039338762",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.28033221188835",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.17202736333263",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.20297160577712",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.21844372699937",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.23391584822161",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.24938796944386",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.00957009049905",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.99409796927681",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.97862584805456",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.31901251494396",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.93994554499895",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.96315372683232",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.9244734237767",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.90900130255446",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.34995675738845",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.3654288786107",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.38090099983295",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.94768160561007",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.93220948438783",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.91673736316558",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.89352918133221",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.90126524194334",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.87805706010997",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.86258493888772",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.84711281766548",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.18749948455488",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.15655524211039",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.87032099949884",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.14108312088814",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.07145857538804",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.05598645416579",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.04051433294354",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.86258493888772",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.87805706010997",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.0250422117213",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.89352918133221",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.90900130255446",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.9244734237767",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.93994554499895",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.9554176662212",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.97088978744344",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.98636190866569",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.00183402988793",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.01730615111018",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.03277827233242",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.04825039355467",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.06372251477691",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.07919463599916",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.0946667572214",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.11013887844365",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.1256109996659",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.30354039372172",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.88579312072109",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.2648600906661",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.77748827216537",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.32674857555509",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.57430251511101",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.55883039388877",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.54335827266652",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.50467796961091",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.52015009083316",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.35769281799958",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.38863706044407",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.40410918166631",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.41958130288856",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.4350534241108",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.4659976665553",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.5356222120554",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.55109433327765",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.61298281816663",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.48146978777754",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.49694190899979",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.59751069694438",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.51241403022203",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.52788615144428",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.58977463633326",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.76201615094313",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.83164069644323",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.48920584838866",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.81616857522098",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.39637312105519",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.28033221188835",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.41184524227744",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.80069645399874",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.2958043331106",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.7852243327765",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.8548488782766",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.76975221155425",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.83937675705435",0.0
2020-10-07T16:00:03,"33.89527722996368,-117.754280090332",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.636191",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.31127645433284",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.82390463583211",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.80843251460986",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.62071887877775",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.42731736349968",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.79296039338762",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.44278948472193",0.0
2020-10-07T16:00:03,"33.902276386654925,-118.6052467575555",0.0
2020-10-07T15:56:02,"33.88477849492681,-117.77748827216537",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.45826160594417",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.47373372716642",0.0
2020-10-07T16:00:03,"33.902276386654925,-117.84711281766548",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.08693069661028",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.10240281783253",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.11787493905477",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.14881918149926",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.17202736333263",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.15655524211039",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.35769281799958",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.37316493922182",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.38863706044407",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.40410918166631",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.41958130288856",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.5356222120554",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.4350534241108",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.45052554533305",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.4659976665553",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.48146978777754",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.49694190899979",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.52015009083316",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.51241403022203",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.14108312088814",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.1256109996659",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.52788615144428",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.54335827266652",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.55883039388877",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.57430251511101",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.11013887844365",0.0
2020-10-07T15:56:02,"33.89177765161806,-118.13334706027702",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.18749948455488",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.11787493905477",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.34222069677733",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.2648600906661",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.15655524211039",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.17202736333263",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.24938796944386",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.18749948455488",0.0
2020-10-07T15:56:02,"33.87777933823557,-117.76201615094313",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.62845493938887",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.20297160577712",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.61298281816663",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.21844372699937",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.23391584822161",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.24938796944386",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.59751069694438",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.2648600906661",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.23391584822161",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.58203857572214",0.0
2020-10-07T16:00:03,"33.90927554334617,-118.2958043331106",0.0
2020-10-07T16:00:03,"33.89527722996368,-118.21844372699937",0.0
2020-10-07T15:56:02,"33.88477849492681,-118.56656645449989",0.0
